"Set","Song"
"Set 1","Llama"
"Set 1","Wilson"
"Set 1","Down with Disease"
"Set 1","Fee"
"Set 1","Reba"
"Set 1","Sample in a Jar"
"Set 1","My Sweet One"
"Set 1","Ginseng Sullivan"
"Set 1","David Bowie"
"Set 2","The Curtain"
"Set 2","Mike's Song"
"Set 2","I Am Hydrogen"
"Set 2","Weekapaug Groove"
"Set 2","The Man Who Stepped Into Yesterday"
"Set 2","Avenu Malkenu"
"Set 2","The Man Who Stepped Into Yesterday"
"Set 2","Punch You in the Eye"
"Set 2","Fast Enough for You"
"Set 2","The Lizards"
"Set 2","Cavern"
"Encore","Bold As Love"
