"Set","Song"
"Set 1","Buried Alive"
"Set 1","Sample in a Jar"
"Set 1","Divided Sky"
"Set 1","The Horse"
"Set 1","Silent in the Morning"
"Set 1","Punch You in the Eye"
"Set 1","Bathtub Gin"
"Set 1","Sweet Adeline"
"Set 1","Rift"
"Set 1","Colonel Forbin's Ascent"
"Set 1","Fly Famous Mockingbird"
"Set 1","Julius"
"Set 2","The Curtain"
"Set 2","Tweezer"
"Set 2","Lifeboy"
"Set 2","Guyute"
"Set 2","Chalk Dust Torture"
"Set 2","Nellie Kane"
"Set 2","Beaumont Rag"
"Set 2","Foreplay/Long Time"
"Set 2","The Squirming Coil"
"Set 2","Tweezer Reprise"
"Encore","Ya Mar"
"Encore","Cavern"
