"Set","Song"
"Set 1","Down with Disease"
"Set 1","The Oh Kee Pa Ceremony"
"Set 1","AC/DC Bag"
"Set 1","Poor Heart"
"Set 1","My Friend, My Friend"
"Set 1","Ya Mar"
"Set 1","Stash"
"Set 1","Esther"
"Set 1","Chalk Dust Torture"
"Set 2","Maze"
"Set 2","Golgi Apparatus"
"Set 2","Uncle Pen"
"Set 2","Sample in a Jar"
"Set 2","Reba"
"Set 2","Axilla (Part II)"
"Set 2","Julius"
"Set 2","Hold Your Head Up"
"Set 2","Bike"
"Set 2","Hold Your Head Up"
"Set 2","David Bowie"
"Encore","Ginseng Sullivan"
"Encore","Free Bird"
