"Set","Song"
"Set 1","Llama"
"Set 1","Gumbo"
"Set 1","All Things Reconsidered"
"Set 1","Down with Disease"
"Set 1","I Didn't Know"
"Set 1","Foam"
"Set 1","Fast Enough for You"
"Set 1","Sparkle"
"Set 1","Stash"
"Set 2","The Old Home Place"
"Set 2","Run Like an Antelope"
"Set 2","If I Could"
"Set 2","It's Ice"
"Set 2","Amazing Grace"
"Set 2","Mike's Song"
"Set 2","Simple"
"Set 2","Mike's Song"
"Set 2","Yerushalayim Shel Zahav"
"Set 2","Weekapaug Groove"
"Set 2","Foreplay/Long Time"
"Set 2","Cavern"
"Encore","Fire"
