"Set","Song"
"Set 1","Llama"
"Set 1","Foam"
"Set 1","Guyute"
"Set 1","Sparkle"
"Set 1","I Didn't Know"
"Set 1","It's Ice"
"Set 1","If I Could"
"Set 1","Run Like an Antelope"
"Set 2","Wilson"
"Set 2","Poor Heart"
"Set 2","Tweezer"
"Set 2","McGrupp and the Watchful Hosemasters"
"Set 2","Julius"
"Set 2","Big Ball Jam"
"Set 2","Hold Your Head Up"
"Set 2","Cracklin' Rosie"
"Set 2","Hold Your Head Up"
"Set 2","You Enjoy Myself"
"Set 2","Suzy Greenberg"
"Encore","I'm Blue, I'm Lonesome"
"Encore","Foreplay/Long Time"
"Encore","Tweezer Reprise"
