"Set","Song"
"Set 1","Llama"
"Set 1","Horn"
"Set 1","Divided Sky"
"Set 1","Mound"
"Set 1","Fast Enough for You"
"Set 1","Scent of a Mule"
"Set 1","Split Open and Melt"
"Set 1","If I Could"
"Set 1","Suzy Greenberg"
"Set 2","Loving Cup"
"Set 2","Sparkle"
"Set 2","Tweezer"
"Set 2","Mind Left Body Jam"
"Set 2","Sparks"
"Set 2","Makisupa Policeman"
"Set 2","Digital Delay Loop Jam"
"Set 2","Sweet Emotion Jam"
"Set 2","Walk Away"
"Set 2","Cannonball Jam"
"Set 2","Purple Rain"
"Set 2","Hold Your Head Up Jam"
"Set 2","Tweezer Reprise"
"Encore","Amazing Grace"
"Encore","Sample in a Jar"
