"Set","Song"
"Set 1","Sample in a Jar"
"Set 1","Foam"
"Set 1","Fast Enough for You"
"Set 1","Reba"
"Set 1","Axilla (Part II)"
"Set 1","The Lizards"
"Set 1","Stash"
"Set 1","Pig in a Pen"
"Set 1","Tennessee Waltz"
"Set 1","Foggy Mountain Breakdown"
"Set 1","Swing Low, Sweet Chariot"
"Set 2","Mike's Song"
"Set 2","Simple"
"Set 2","I'm Blue, I'm Lonesome"
"Set 2","My Long Journey Home"
"Set 2","Chalk Dust Torture"
"Set 2","Fee"
"Set 2","Run Like an Antelope"
"Encore","Amazing Grace"
"Encore","Suzy Greenberg"
