"Set","Song"
"Set 1","Sample in a Jar"
"Set 1","It's Ice"
"Set 1","Bouncing Around the Room"
"Set 1","David Bowie"
"Set 1","Colonel Forbin's Ascent"
"Set 1","Fly Famous Mockingbird"
"Set 1","The Vibration of Life"
"Set 1","Fly Famous Mockingbird"
"Set 1","Scent of a Mule"
"Set 1","Suzy Greenberg"
"Set 1","Chalk Dust Torture"
"Set 2","The Curtain"
"Set 2","Mike's Song"
"Set 2","Simple"
"Set 2","Mike's Song"
"Set 2","Tela"
"Set 2","Weekapaug Groove"
"Set 2","Ya Mar"
"Set 2","Golgi Apparatus"
"Set 2","Slave to the Traffic Light"
"Encore","Loving Cup"
"Encore","Rocky Top"
