"Set","Song"
"Set 1","Daniel Saw the Stone"
"Set 1","The Moma Dance"
"Set 1","Chalk Dust Torture"
"Set 1","Cities"
"Set 1","Foam"
"Set 1","Waking Up Dead"
"Set 1","Divided Sky"
"Set 1","I Didn't Know"
"Set 1","Walk Away"
"Set 1","What's the Use?"
"Set 1","More"
"Set 2","Stealing Time From the Faulty Plan"
"Set 2","Backwards Down the Number Line"
"Set 2","Lifeboy"
"Set 2","Meatstick"
"Set 2","The Line"
"Set 2","Tide Turns"
"Set 2","Taste"
"Set 2","Friday"
"Set 2","Waves"
"Set 2","Julius"
"Set 2","Good Times Bad Times"
"Encore","Show of Life"
