"Set","Song"
"Set 1","Kill Devil Falls"
"Set 1","The Moma Dance"
"Set 1","Back on the Train"
"Set 1","Undermind"
"Set 1","Nellie Kane"
"Set 1","Stash"
"Set 1","Petrichor"
"Set 1","Mike's Song"
"Set 1","Bouncing Around the Room"
"Set 1","Weekapaug Groove"
"Set 2","Crosseyed and Painless"
"Set 2","Steam"
"Set 2","Piper"
"Set 2","Wingsuit"
"Set 2","Sparkle"
"Set 2","The Wedge"
"Set 2","Wading in the Velvet Sea"
"Set 2","Run Like an Antelope"
"Encore","The Ballad of Curtis Loew"
"Encore","Character Zero"
