"Set","Song"
"Set 1","Pigtail"
"Set 1","Wolfman's Brother"
"Set 1","Daniel Saw the Stone"
"Set 1","The Dogs"
"Set 1","Undermind"
"Set 1","Dear Prudence"
"Set 1","Stash"
"Set 1","Round Room"
"Set 1","Horn"
"Set 1","Uncle Pen"
"Set 1","Halfway to the Moon"
"Set 1","Walls of the Cave"
"Set 2","Mike's Song"
"Set 2","I Am Hydrogen"
"Set 2","Weekapaug Groove"
"Set 2","Bouncing Around the Room"
"Set 2","Ghost"
"Set 2","The Line"
"Set 2","Simple"
"Set 2","I Found a Reason"
"Set 2","No Men In No Man's Land"
"Set 2","Billy Breathes"
"Set 2","Bathtub Gin"
"Encore","Water in the Sky"
"Encore","Character Zero"
