"Set","Song"
"Set 1","The Star Spangled Banner"
"Set 1","Stealing Time From the Faulty Plan"
"Set 1","Lonesome Cowboy Bill"
"Set 1","Free"
"Set 1","Train Song"
"Set 1","Prince Caspian"
"Set 1","Roggae"
"Set 1","Funky Bitch"
"Set 1","Halfway to the Moon"
"Set 1","Corinna"
"Set 1","Stash"
"Set 1","Cavern"
"Set 2","Wolfman's Brother"
"Set 2","Golden Age"
"Set 2","Simple"
"Set 2","Chalk Dust Torture"
"Set 2","Martian Monster"
"Set 2","Tweezer Reprise Jam"
"Set 2","Martian Monster"
"Set 2","Wingsuit"
"Set 2","Possum"
"Encore","Good Times Bad Times"
