"Set","Song"
"Set 1","Don't Bogart That Joint"
"Set 1","Your Pet Cat"
"Set 1","Kill Devil Falls"
"Set 1","Back on the Train"
"Set 1","My Soul"
"Set 1","Lawn Boy"
"Set 1","Divided Sky"
"Set 1","Ya Mar"
"Set 1","Character Zero"
"Set 1","Walls of the Cave"
"Set 2","Also Sprach Zarathustra"
"Set 2","Carini"
"Set 2","Twist"
"Set 2","Piper"
"Set 2","Ass Handed"
"Set 2","Piper"
"Set 2","Sand"
"Set 2","Slave to the Traffic Light"
"Set 2","More"
"Set 3","Petrichor"
"Set 3","Auld Lang Syne"
"Set 3","Suzy Greenberg"
"Set 3","No Men In No Man's Land"
"Set 3","Breath and Burning"
"Set 3","Tide Turns"
"Set 3","555"
"Set 3","Ocelot"
"Set 3","First Tube"
"Encore","Loving Cup"
