"Set","Song"
"Set 1","Carini"
"Set 1","Your Pet Cat"
"Set 1","AC/DC Bag"
"Set 1","Free"
"Set 1","Possum"
"Set 1","What's the Use?"
"Set 1","Wombat"
"Set 1","Tube"
"Set 1","Wolfman's Brother"
"Set 1","Ass Handed"
"Set 1","Petrichor"
"Set 1","Run Like an Antelope"
"Set 2","Five Years"
"Set 2","Soul Love"
"Set 2","Moonage Daydream"
"Set 2","Starman"
"Set 2","It Ain't Easy"
"Set 2","Lady Stardust"
"Set 2","Star"
"Set 2","Hang On to Yourself"
"Set 2","Ziggy Stardust"
"Set 2","Suffragette City"
"Set 2","Rock 'n' Roll Suicide"
"Set 3","46 Days"
"Set 3","Sand"
"Set 3","Twist"
"Set 3","Meatstick"
"Set 3","Also Sprach Zarathustra"
"Set 3","Backwards Down the Number Line"
"Set 3","Slave to the Traffic Light"
"Encore","Space Oddity"
