"Set","Song"
"Set 1","The Landlady"
"Set 1","Blaze On"
"Set 1","Ha Ha Ha"
"Set 1","Friends"
"Set 1","Tube"
"Set 1","Destiny Unbound"
"Set 1","My Friend, My Friend"
"Set 1","The Mango Song"
"Set 1","Timber"
"Set 1","Timber (Jerry The Mule)"
"Set 1","Timber"
"Set 1","The Ballad of Curtis Loew"
"Set 1","Stealing Time From the Faulty Plan"
"Set 1","Mound"
"Set 1","Winterqueen"
"Set 1","Bold As Love"
"Set 2","Drowned"
"Set 2","Twist"
"Set 2","Waste"
"Set 2","Piper"
"Set 2","Simple"
"Set 2","Breath and Burning"
"Set 2","Rocky Top"
"Set 2","Martian Monster"
"Set 2","Golgi Apparatus"
"Set 2","Frankenstein"
"Encore","Character Zero"
