"Set","Song"
"Set 1","The Curtain"
"Set 1","Suzy Greenberg"
"Set 1","You Enjoy Myself"
"Set 1","The Man Who Stepped Into Yesterday"
"Set 1","Avenu Malkenu"
"Set 1","The Man Who Stepped Into Yesterday"
"Set 1","AC/DC Bag"
"Set 1","Possum"
"Set 1","Phase Dance"
"Set 1","Good Times Bad Times"
"Set 2","Fluffhead"
"Set 2","I Didn't Know"
"Set 2","Golgi Apparatus"
"Set 2","The Lizards"
"Set 2","David Bowie"
"Set 2","The Ballad of Curtis Loew"
"Set 2","Fee"
"Set 2","McGrupp and the Watchful Hosemasters"
"Set 2","Dear Mrs. Reagan"
"Set 2","Makisupa Policeman"
"Set 2","Alumni Blues"
"Set 2","Letter to Jimmy Page"
"Set 2","Alumni Blues"
"Set 2","Whipping Post"
