Set,Song
Set 1,La Grange
Set 1,You Enjoy Myself
Set 1,Cities
Set 1,Dave's Energy Guide
Set 1,Cities
Set 1,Take the 'A' Train
Set 1,Funky Bitch
Set 1,Dinner and a Movie
Set 1,Fire
Set 2,Golgi Apparatus
Set 2,AC/DC Bag
Set 2,Satin Doll
Set 2,Sanity
Set 2,Big Black Furry Creature from Mars
Set 2,Slave to the Traffic Light
Set 2,Alumni Blues
Set 2,Letter to Jimmy Page
Set 2,Alumni Blues
Set 2,The Lizards
Set 3,Mustang Sally
Set 3,Corinna
Set 3,Walk Away
Set 3,Jesus Just Left Chicago
Set 3,Contact
Set 3,Makisupa Policeman
Set 3,Whipping Post
Encore,Harpua
