"Set","Song"
"Set 1","All Blues"
"Set 1","Mr. P.C."
"Set 2","Funky Bitch"
"Set 2","Suzy Greenberg"
"Set 2","She Caught the Katy and Left Me a Mule to Ride"
"Set 2","Contact"
"Set 2","Maiden Voyage"
"Set 2","Corinna"
"Set 3","La Grange"
"Set 3","On Your Way Down"
"Set 3","Slave to the Traffic Light"
"Set 3","Timber (Jerry The Mule)"
"Set 3","Walk Away"
"Set 3","Possum"
"Set 3","Sneakin' Sally Through the Alley"
"Set 3","Harpua"
"Set 4","Fluffhead"
"Set 4","Anarchy"
"Set 4","Dear Mrs. Reagan"
"Set 4","Terrapin"
"Set 4","Run Like an Antelope"
"Encore","Fire"
