"Set","Song"
"Set 1","Suzy Greenberg"
"Set 1","The Lizards"
"Set 1","Time Loves a Hero"
"Set 1","Golgi Apparatus"
"Set 1","Bold As Love"
"Set 1","La Grange"
"Set 1","Contact"
"Set 1","Costume Contest"
"Set 1","Harry Hood"
"Set 2","Halley's Comet"
"Set 2","Whipping Post"
"Set 2","Fee"
"Set 2","Alumni Blues"
"Set 2","Letter to Jimmy Page"
"Set 2","Alumni Blues"
"Set 2","Walk Away"
"Set 2","Divided Sky"
"Set 2","The Ballad of Curtis Loew"
"Set 2","Mike's Song"
"Set 2","Take the 'A' Train"
"Set 2","Fire"
"Set 3","Fluffhead"
"Set 3","AC/DC Bag"
"Set 3","Foam"
"Set 3","Terrapin"
"Set 3","Big Black Furry Creature from Mars"
"Set 3","Timber (Jerry The Mule)"
"Set 3","Slave to the Traffic Light"
"Set 3","Donna Lee"
"Set 3","Run Like an Antelope"
"Set 3","I Didn't Know"
"Set 3","Wilson"
"Set 3","Peaches en Regalia"
"Set 3","Funky Bitch"
