"Set","Song"
"Set 1","Alumni Blues"
"Set 1","Letter to Jimmy Page"
"Set 1","Alumni Blues"
"Set 1","Golgi Apparatus"
"Set 1","You Enjoy Myself"
"Set 1","Suzy Greenberg"
"Set 1","Good Times Bad Times"
"Set 1","Fluffhead"
"Set 1","Shaggy Dog"
"Set 1","The Lizards"
"Set 1","Sneakin' Sally Through the Alley"
"Set 1","AC/DC Bag"
"Set 1","Possum"
"Set 2","Icculus"
"Set 2","McGrupp and the Watchful Hosemasters"
"Set 2","The Curtain With"
"Set 2","Wilson"
"Set 2","Peaches en Regalia"
"Set 2","Take the 'A' Train"
"Set 2","Jesus Just Left Chicago"
"Set 2","I Didn't Know"
"Set 2","Flat Fee"
"Set 2","Whipping Post"
"Set 2","Harpua"
"Encore","Fire"
