"Set","Song"
"Set 1","Walk Away"
"Set 1","Funky Bitch"
"Set 1","You Enjoy Myself"
"Set 1","Flat Fee"
"Set 1","McGrupp and the Watchful Hosemasters"
"Set 1","Wilson"
"Set 1","Peaches en Regalia"
"Set 1","Good Times Bad Times"
"Set 2","Ride Captain Ride"
"Set 2","Boogie On Reggae Woman"
"Set 2","Cities"
"Set 2","Dave's Energy Guide"
"Set 2","Cities"
"Set 2","Run Like an Antelope"
"Set 2","Fluffhead"
"Set 3","Jam"
"Set 3","Andy's Chest"
"Set 3","Big Black Furry Creature from Mars"
"Set 3","Dave's Energy Guide"
"Set 3","Big Black Furry Creature from Mars"
"Set 3","Sanity"
"Set 3","Jam"
"Set 3","Fire"
