Set,Song
Set 1,Slave to the Traffic Light
Set 1,Time Loves a Hero
Set 1,Fire
Set 1,You Enjoy Myself
Set 1,Possum
Set 1,Take the 'A' Train
Set 1,Golgi Apparatus
Set 1,Walk Away
Set 1,Fluffhead
Set 1,Alumni Blues
Set 1,Letter to Jimmy Page
Set 1,Alumni Blues
Set 1,David Bowie
Set 2,Wilson
Set 2,Peaches en Regalia
Set 2,Bold As Love
Set 2,The Lizards
Set 2,AC/DC Bag
Set 2,Fee
Set 2,Mike's Song
Set 2,I Am Hydrogen
Set 2,Weekapaug Groove
Set 2,I Didn't Know
Set 2,Good Times Bad Times
Set 3,Icculus
Set 3,Suzy Greenberg
Set 3,Sparks
Set 3,Divided Sky
