"Set","Song"
"Set 1","The Curtain With"
"Set 1","Funky Bitch"
"Set 1","Possum"
"Set 1","Golgi Apparatus"
"Set 1","La Grange"
"Set 1","Suzy Greenberg"
"Set 1","Big Leg Emma"
"Set 1","You Enjoy Myself"
"Set 2","Good Times Bad Times"
"Set 2","Cities"
"Set 2","Alumni Blues"
"Set 2","Letter to Jimmy Page"
"Set 2","Alumni Blues"
"Set 2","Big Black Furry Creature from Mars"
"Set 2","Swing Low, Sweet Chariot"
"Set 2","Contact"
"Set 2","Run Like an Antelope"
"Set 3","I Know a Little"
"Set 3","Mike's Song"
"Set 3","Corinna"
"Set 3","Rocky Top"
"Set 3","McGrupp and the Watchful Hosemasters"
"Encore","Jesus Just Left Chicago"
