Set,Song
Set 1,Walk Away
Set 1,Golgi Apparatus
Set 1,Funky Bitch
Set 1,Colonel Forbin's Ascent
Set 1,Fly Famous Mockingbird
Set 1,Sneakin' Sally Through the Alley
Set 1,Mike's Song
Set 1,I Am Hydrogen
Set 1,Weekapaug Groove
Set 1,Bold As Love
Set 2,Light Up Or Leave Me Alone
Set 2,Fluffhead
Set 2,La Grange
Set 2,The Lizards
Set 2,Alumni Blues
Set 2,Letter to Jimmy Page
Set 2,Alumni Blues
Set 2,On Your Way Down
Set 2,Cities
Set 2,David Bowie
Set 3,The Man Who Stepped Into Yesterday
Set 3,Avenu Malkenu
Set 3,Peaches en Regalia
Set 3,Jesus Just Left Chicago
Set 3,McGrupp and the Watchful Hosemasters
Set 3,Run Like an Antelope
