"Set","Song"
"Set 1","Jam"
"Set 1","Colonel Forbin's Ascent"
"Set 1","Fly Famous Mockingbird"
"Set 1","Mike's Song"
"Set 1","I Am Hydrogen"
"Set 1","Weekapaug Groove"
"Set 1","The Lizards"
"Set 1","On Your Way Down"
"Set 1","AC/DC Bag"
"Set 1","Possum"
"Set 1","Walk Away"
"Set 1","Bold As Love"
"Set 1","No Dogs Allowed"
"Set 1","The Sloth"
"Set 1","Fire"
"Set 2","The Curtain With"
"Set 2","Dave's Energy Guide"
"Set 2","The Curtain With"
"Set 2","Wilson"
"Set 2","Terrapin"
"Set 2","Run Like an Antelope"
"Set 2","Satin Doll"
"Set 2","Blue Bossa"
"Set 2","La Grange"
"Set 2","Alumni Blues"
"Set 2","Letter to Jimmy Page"
"Set 2","Alumni Blues"
"Set 2","Peaches en Regalia"
"Set 3","You Enjoy Myself"
"Set 3","Contact"
"Set 3","Harry Hood"
"Set 3","Dinner and a Movie"
"Set 3","Slave to the Traffic Light"
"Set 3","The Ballad of Curtis Loew"
"Set 3","Good Times Bad Times"
