"Set","Song"
"Set 1","Cathy's Clown"
"Set 1","Tweezer Reprise"
"Set 1","Carini"
"Set 1","AC/DC Bag"
"Set 1","The Moma Dance"
"Set 1","Theme From the Bottom"
"Set 1","Meat"
"Set 1","Home"
"Set 1","Bathtub Gin"
"Set 1","Walls of the Cave"
"Set 2","Cool Amber and Mercury"
"Set 2","Down with Disease"
"Set 2","Scents and Subtle Sounds"
"Set 2","Twist"
"Set 2","Wilson"
"Set 2","Scent of a Mule"
"Set 2","Fuck Your Face"
"Set 2","Halley's Comet"
"Set 2","Harry Hood"
"Encore","Fee"
"Encore","A Life Beyond The Dream"
"Encore","First Tube"
