"Set","Song"
"Set 1","Soul Planet"
"Set 1","The Moma Dance"
"Set 1","Kill Devil Falls"
"Set 1","Your Pet Cat"
"Set 1","Back on the Train"
"Set 1","Everything is Hollow"
"Set 1","About to Run"
"Set 1","Divided Sky"
"Set 1","I Didn't Know"
"Set 1","Walls of the Cave"
"Set 2","Stealing Time From the Faulty Plan"
"Set 2","Birds of a Feather"
"Set 2","Crazy Sometimes"
"Set 2","Miss You"
"Set 2","Everything's Right"
"Set 2","Chalk Dust Torture"
"Set 2","Slave to the Traffic Light"
"Encore","Split Open and Melt"
"Encore","A Life Beyond The Dream"
