"Set","Song"
"Set 1","555"
"Set 1","AC/DC Bag"
"Set 1","Cars Trucks Buses"
"Set 1","Water in the Sky"
"Set 1","Sample in a Jar"
"Set 1","Theme From the Bottom"
"Set 1","Funky Bitch"
"Set 1","Wolfman's Brother"
"Set 1","Halley's Comet"
"Set 1","When the Circus Comes"
"Set 1","Victim"
"Set 1","Run Like an Antelope"
"Set 2","Cavern"
"Set 2","Runaway Jim"
"Set 2","Ghosts of the Forest"
"Set 2","A Song I Heard the Ocean Sing"
"Set 2","Prince Caspian"
"Set 2","Fuego"
"Set 2","You Enjoy Myself"
"Set 2","Good Times Bad Times"
"Encore","Hold Your Head Up"
"Encore","Terrapin"
"Encore","Hold Your Head Up"
"Encore","Julius"
