"Set","Song"
"Set 1","Ghost"
"Set 1","Rift"
"Set 1","The Man Who Stepped Into Yesterday"
"Set 1","Avenu Malkenu"
"Set 1","The Man Who Stepped Into Yesterday"
"Set 1","The Wedge"
"Set 1","Martian Monster"
"Set 1","Timber (Jerry The Mule)"
"Set 1","Cool It Down"
"Set 1","Roggae"
"Set 1","Poor Heart"
"Set 1","Tube"
"Set 1","Character Zero"
"Set 2","Everything's Right"
"Set 2","Down with Disease"
"Set 2","Cities"
"Set 2","Carini"
"Set 2","Ruby Waves"
"Set 2","Twenty Years Later"
"Set 2","Backwards Down the Number Line"
"Set 2","Say It To Me S.A.N.T.O.S."
"Encore","Roses Are Free"
"Encore","Slave to the Traffic Light"
