"Set","Song"
"Set 1","Undermind"
"Set 1","Tube"
"Set 1","Funky Bitch"
"Set 1","Steam"
"Set 1","My Sweet One"
"Set 1","NICU"
"Set 1","Friend"
"Set 1","No Men In No Man's Land"
"Set 1","The Horse"
"Set 1","Silent in the Morning"
"Set 1","David Bowie"
"Set 1","The Squirming Coil"
"Set 2","Ghost"
"Set 2","Axilla"
"Set 2","Set Your Soul Free"
"Set 2","What's the Use?"
"Set 2","Billy Breathes"
"Set 2","Death Don't Hurt Very Long"
"Set 2","Backwards Down the Number Line"
"Set 2","Harry Hood"
"Set 2","Rise/Come Together"
"Set 2","Golgi Apparatus"
"Encore","Bug"
"Encore","Character Zero"
