"Set","Song"
"Set 1","Hello My Baby"
"Set 1","Tweezer"
"Set 1","Free"
"Set 1","The Moma Dance"
"Set 1","Tweezer"
"Set 1","Blaze On"
"Set 1","Jesus Just Left Chicago"
"Set 1","Kill Devil Falls"
"Set 1","Tweezer"
"Set 1","Ya Mar"
"Set 1","Drift While You're Sleeping"
"Set 2","Chalk Dust Torture"
"Set 2","Tweezer"
"Set 2","Mike's Song"
"Set 2","Sparkle"
"Set 2","Ass Handed"
"Set 2","Weekapaug Groove"
"Set 2","Miss You"
"Set 2","Waves"
"Set 2","Twist"
"Set 2","A Day in the Life"
"Set 2","Also Sprach Zarathustra"
"Set 2","More"
"Encore","Waste"
"Encore","Tweezer Reprise"
