"Set","Song"
"Set 1","Turtle in the Clouds"
"Set 1","The Moma Dance"
"Set 1","Kill Devil Falls"
"Set 1","Yarmouth Road"
"Set 1","The Wedge"
"Set 1","Beauty of a Broken Heart"
"Set 1","Fuego"
"Set 1","My Friend, My Friend"
"Set 1","Birds of a Feather"
"Set 1","While My Guitar Gently Weeps"
"Set 1","Walls of the Cave"
"Set 2","Carini"
"Set 2","Back on the Train"
"Set 2","Bathtub Gin"
"Set 2","Golden Age"
"Set 2","Also Sprach Zarathustra"
"Set 2","Sneakin' Sally Through the Alley"
"Set 2","Chalk Dust Torture"
"Set 2","Harry Hood"
"Encore","Show of Life"
"Encore","Run Like an Antelope"
