"Set","Song"
"Set 1","Evening Song"
"Set 1","No Men In No Man's Land"
"Set 1","Down with Disease"
"Set 1","20-20 Vision"
"Set 1","Ghost"
"Set 1","Gumbo"
"Set 1","Rift"
"Set 1","Weigh"
"Set 1","Dog Faced Boy"
"Set 1","Twenty Years Later"
"Set 1","Tube"
"Set 1","Say It To Me S.A.N.T.O.S."
"Set 2","Everything's Right"
"Set 2","Beneath a Sea of Stars Part 1"
"Set 2","Set Your Soul Free"
"Set 2","Gotta Jibboo"
"Set 2","Free"
"Set 2","Piper"
"Set 2","Drowned"
"Set 2","Ass Handed"
"Set 2","Chalk Dust Torture Reprise"
"Set 2","Character Zero"
"Encore","A Life Beyond The Dream"
"Encore","Rocky Top"
