"Set","Song"
"Set 1","Chalk Dust Torture"
"Set 1","The Moma Dance"
"Set 1","Waves"
"Set 1","Bouncing Around the Room"
"Set 1","Undermind"
"Set 1","Heavy Things"
"Set 1","Roggae"
"Set 1","We Are Come to Outlive Our Brains"
"Set 1","Funky Bitch"
"Set 1","Set Your Soul Free"
"Set 1","Run Like an Antelope"
"Set 2","Gloria"
"Set 2","Loving Cup"
"Set 2","Twist"
"Set 2","About to Run"
"Set 2","Mr. Completely"
"Set 2","Light"
"Set 2","Waste"
"Set 2","Suzy Greenberg"
"Encore","Farmhouse"
"Encore","First Tube"
