Set,Song
Set 1,Funky Bitch
Set 1,Possum
Set 1,Peaches en Regalia
Set 1,Makisupa Policeman
Set 1,Fluffhead
Set 2,I Know a Little
Set 2,Golgi Apparatus
Set 2,Slave to the Traffic Light
Set 2,Shaggy Dog
Set 2,Light Up Or Leave Me Alone
Set 2,Camel Walk
Set 2,Jam
Set 2,Swing Low, Sweet Chariot
Set 2,Back Porch Boogie Blues
Set 2,Icculus
Set 2,McGrupp and the Watchful Hosemasters
Set 2,Good Times Bad Times
Set 2,Skin It Back
Set 2,Cities
Set 3,Mike's Song
Set 3,The Little Drummer Boy
Set 3,Whipping Post
Set 3,She Caught the Katy and Left Me a Mule to Ride
Set 3,AC/DC Bag
Set 3,David Bowie
Set 3,Clod
Set 3,David Bowie
Set 3,You Enjoy Myself
Set 3,Dog Log
Set 3,Tush
Set 3,Sneakin' Sally Through the Alley
Set 3,Prep School Hippie
