"Set","Song"
"Set 1","Possum"
"Set 1","Foam"
"Set 1","Sparkle"
"Set 1","Stash"
"Set 1","The Lizards"
"Set 1","Guelah Papyrus"
"Set 1","Divided Sky"
"Set 1","Esther"
"Set 1","Llama"
"Set 1","Golgi Apparatus"
"Set 2","Brother"
"Set 2","Bouncing Around the Room"
"Set 2","Buried Alive"
"Set 2","Auld Lang Syne"
"Set 2","Runaway Jim"
"Set 2","The Landlady"
"Set 2","Reba"
"Set 2","Cavern"
"Set 2","My Sweet One"
"Set 2","Run Like an Antelope"
"Set 3","Wilson"
"Set 3","The Squirming Coil"
"Set 3","Tweezer"
"Set 3","McGrupp and the Watchful Hosemasters"
"Set 3","Mike's Song"
"Set 3","I Am Hydrogen"
"Set 3","Weekapaug Groove"
"Encore","Lawn Boy"
"Encore","Rocky Top"
"Encore","Tweezer Reprise"
