"Set","Song"
"Set 1","The Man Who Stepped Into Yesterday"
"Set 1","Avenu Malkenu"
"Set 1","The Man Who Stepped Into Yesterday"
"Set 1","Golgi Apparatus"
"Set 1","Reba"
"Set 1","The Landlady"
"Set 1","Bathtub Gin"
"Set 1","The Curtain"
"Set 1","Rocky Top"
"Set 1","Colonel Forbin's Ascent"
"Set 1","Fly Famous Mockingbird"
"Set 1","The Oh Kee Pa Ceremony"
"Set 1","Suzy Greenberg"
"Set 1","Run Like an Antelope"
"Set 2","Llama"
"Set 2","Divided Sky"
"Set 2","Guelah Papyrus"
"Set 2","My Sweet One"
"Set 2","Split Open and Melt"
"Set 2","Magilla"
"Set 2","Buried Alive"
"Set 2","The Squirming Coil"
"Set 2","Cavern"
"Set 2","You Enjoy Myself"
"Encore","Manteca"
"Encore","Possum"
