"Set","Song"
"Set 1","Chalk Dust Torture"
"Set 1","Reba"
"Set 1","The Landlady"
"Set 1","Destiny Unbound"
"Set 1","Paul and Silas"
"Set 1","It's Ice"
"Set 1","Horn"
"Set 1","Llama"
"Set 1","Bouncing Around the Room"
"Set 1","Runaway Jim"
"Set 1","Cavern"
"Set 2","Brother"
"Set 2","The Squirming Coil"
"Set 2","Sparkle"
"Set 2","Golgi Apparatus"
"Set 2","The Mango Song"
"Set 2","Split Open and Melt"
"Set 2","Hold Your Head Up"
"Set 2","Love You"
"Set 2","Hold Your Head Up"
"Set 2","Fee"
"Set 2","You Enjoy Myself"
"Set 2","Possum"
"Encore","Take the 'A' Train"
