"Set","Song"
"Set 1","Chalk Dust Torture"
"Set 1","Llama"
"Set 1","You Enjoy Myself"
"Set 1","The Landlady"
"Set 1","Destiny Unbound"
"Set 1","Bouncing Around the Room"
"Set 1","Split Open and Melt"
"Set 1","The Squirming Coil"
"Set 1","Buried Alive"
"Set 1","Cavern"
"Set 1","Reba"
"Set 1","Fire"
"Set 2","The Oh Kee Pa Ceremony"
"Set 2","Suzy Greenberg"
"Set 2","Run Like an Antelope"
"Set 2","Foam"
"Set 2","Paul and Silas"
"Set 2","Stash"
"Set 2","Runaway Jim"
"Set 2","Guelah Papyrus"
"Set 2","Hold Your Head Up"
"Set 2","Terrapin"
"Set 2","Let's Go"
"Set 2","Mike's Song"
"Set 2","I Am Hydrogen"
"Set 2","Weekapaug Groove"
"Encore","Magilla"
"Encore","Golgi Apparatus"
