"Set","Song"
"Set 1","Runaway Jim"
"Set 1","Wilson"
"Set 1","Reba"
"Set 1","The Landlady"
"Set 1","Colonel Forbin's Ascent"
"Set 1","Fly Famous Mockingbird"
"Set 1","Tela"
"Set 1","AC/DC Bag"
"Set 1","The Sloth"
"Set 1","McGrupp and the Watchful Hosemasters"
"Set 1","Mike's Song"
"Set 1","I Am Hydrogen"
"Set 1","Weekapaug Groove"
"Set 2","Llama"
"Set 2","Bathtub Gin"
"Set 2","The Squirming Coil"
"Set 2","It's Ice"
"Set 2","My Sweet One"
"Set 2","Jesus Just Left Chicago"
"Set 2","Bouncing Around the Room"
"Set 2","Hold Your Head Up"
"Set 2","Love You"
"Set 2","Hold Your Head Up"
"Set 2","David Bowie"
"Encore","Eliza"
"Encore","Uncle Pen"
"Encore","Carolina"
