"Set","Song"
"Set 1","The Curtain"
"Set 1","Runaway Jim"
"Set 1","Foam"
"Set 1","Llama"
"Set 1","The Oh Kee Pa Ceremony"
"Set 1","Suzy Greenberg"
"Set 1","Alumni Blues"
"Set 1","Letter to Jimmy Page"
"Set 1","Alumni Blues"
"Set 1","The Man Who Stepped Into Yesterday"
"Set 1","Avenu Malkenu"
"Set 1","The Man Who Stepped Into Yesterday"
"Set 1","Split Open and Melt"
"Set 1","Bouncing Around the Room"
"Set 1","Frankenstein"
"Set 2","Chalk Dust Torture"
"Set 2","Guelah Papyrus"
"Set 2","Divided Sky"
"Set 2","Flat Fee"
"Set 2","Paul and Silas"
"Set 2","The Lizards"
"Set 2","Stash"
"Set 2","Hold Your Head Up"
"Set 2","If I Only Had a Brain"
"Set 2","Hold Your Head Up"
"Set 2","You Enjoy Myself"
"Encore","The Landlady"
