"Set","Song"
"Set 1","Llama"
"Set 1","Foam"
"Set 1","The Squirming Coil"
"Set 1","Poor Heart"
"Set 1","Cavern"
"Set 1","Reba"
"Set 1","Brother"
"Set 1","Bouncing Around the Room"
"Set 1","Chalk Dust Torture"
"Set 1","Golgi Apparatus"
"Set 2","The Landlady"
"Set 2","You Enjoy Myself"
"Set 2","My Sweet One"
"Set 2","Guelah Papyrus"
"Set 2","Runaway Jim"
"Set 2","Lawn Boy"
"Set 2","Stash"
"Set 2","The Oh Kee Pa Ceremony"
"Set 2","Suzy Greenberg"
"Set 2","Memories"
"Set 2","Possum"
"Encore","I Didn't Know"
"Encore","Rocky Top"
