"Set","Song"
"Set 1","The Oh Kee Pa Ceremony"
"Set 1","Suzy Greenberg"
"Set 1","You Enjoy Myself"
"Set 1","The Squirming Coil"
"Set 1","Llama"
"Set 1","Colonel Forbin's Ascent"
"Set 1","Fly Famous Mockingbird"
"Set 1","Possum"
"Set 1","Carolina"
"Set 1","Golgi Apparatus"
"Set 2","The Curtain"
"Set 2","Runaway Jim"
"Set 2","Guelah Papyrus"
"Set 2","David Bowie"
"Set 2","Lawn Boy"
"Set 2","The Landlady"
"Set 2","My Sweet One"
"Set 2","Divided Sky"
"Set 2","Hold Your Head Up"
"Set 2","Love You"
"Set 2","Hold Your Head Up"
"Set 2","Big Black Furry Creature from Mars"
"Encore","Magilla"
"Encore","Highway to Hell"
"Encore 2","Contact"
"Encore 2","Uncle Pen"
