"Set","Song"
"Set 1","The Man Who Stepped Into Yesterday"
"Set 1","Avenu Malkenu"
"Set 1","The Man Who Stepped Into Yesterday"
"Set 1","Tweezer"
"Set 1","Esther"
"Set 1","The Oh Kee Pa Ceremony"
"Set 1","AC/DC Bag"
"Set 1","Fluffhead"
"Set 1","Tweezer Reprise"
"Set 2","Ya Mar"
"Set 2","Split Open and Melt"
"Set 2","Runaway Jim"
"Set 2","Magilla"
"Set 2","Llama"
"Set 2","You Enjoy Myself"
"Set 2","Bathtub Gin"
"Set 2","Icculus"
"Set 2","Run Like an Antelope"
"Set 2","Hold Your Head Up"
"Set 2","Terrapin"
"Set 2","Hold Your Head Up"
"Set 2","Possum"
"Encore","Jesus Just Left Chicago"
"Encore","Alumni Blues"
"Encore","Letter to Jimmy Page"
"Encore","Alumni Blues"
