Set,Song
Set 1,Chalk Dust Torture
Set 1,Drums
Set 1,Mr. P.C.
Set 1,Reba
Set 1,Poor Heart
Set 1,The Oh Kee Pa Ceremony
Set 1,Suzy Greenberg
Set 1,The Man Who Stepped Into Yesterday
Set 1,Avenu Malkenu
Set 1,The Man Who Stepped Into Yesterday
Set 1,Stash
Set 1,I Didn't Know
Set 1,Mike's Song
Set 1,I Am Hydrogen
Set 1,Weekapaug Groove
Set 1,Take the 'A' Train
Set 2,Possum
Set 2,Guelah Papyrus
Set 2,Rocky Top
Set 2,The Landlady
Set 2,Fluffhead
Set 2,Happy Birthday to You
Set 2,Magilla
Set 2,Cavern
Set 2,Harry Hood
Set 2,Hold Your Head Up
Set 2,Bike
Set 2,Hold Your Head Up
Set 2,Big Black Furry Creature from Mars
Set 2,Happy Birthday to You
Set 2,Big Black Furry Creature from Mars
Encore,Lawn Boy
Encore,Golgi Apparatus
