"Set","Song"
"Set 1","Suzy Greenberg"
"Set 1","The Curtain"
"Set 1","Llama"
"Set 1","Reba"
"Set 1","Paul and Silas"
"Set 1","Foam"
"Set 1","Bouncing Around the Room"
"Set 1","Colonel Forbin's Ascent"
"Set 1","Fly Famous Mockingbird"
"Set 1","Possum"
"Set 2","Golgi Apparatus"
"Set 2","Run Like an Antelope"
"Set 2","The Man Who Stepped Into Yesterday"
"Set 2","Avenu Malkenu"
"Set 2","The Man Who Stepped Into Yesterday"
"Set 2","Sparkle"
"Set 2","Guelah Papyrus"
"Set 2","Walk Away"
"Set 2","The Landlady"
"Set 2","Runaway Jim"
"Set 2","You Enjoy Myself"
"Encore","Contact"
"Encore","Big Black Furry Creature from Mars"
