"Set","Song"
"Set 1","The Curtain"
"Set 1","Runaway Jim"
"Set 1","Cavern"
"Set 1","Poor Heart"
"Set 1","Reba"
"Set 1","I Didn't Know"
"Set 1","Tube"
"Set 1","The Oh Kee Pa Ceremony"
"Set 1","Foam"
"Set 1","Fee"
"Set 1","David Bowie"
"Set 2","Divided Sky"
"Set 2","Wilson"
"Set 2","Dinner and a Movie"
"Set 2","Stash"
"Set 2","Paul and Silas"
"Set 2","Bathtub Gin"
"Set 2","You Enjoy Myself"
"Set 2","The Squirming Coil"
"Set 2","Harpua"
"Set 2","Hold Your Head Up"
"Set 2","Whipping Post"
"Set 2","Hold Your Head Up"
"Set 2","Highway to Hell"
"Encore","Horn"
"Encore","Rocky Top"
