"Set","Song"
"Set 1","Runaway Jim"
"Set 1","Reba"
"Set 1","Llama"
"Set 1","Fluffhead"
"Set 1","My Sweet One"
"Set 1","The Landlady"
"Set 1","Esther"
"Set 1","Chalk Dust Torture"
"Set 1","Bouncing Around the Room"
"Set 1","You Enjoy Myself"
"Set 1","Setting Sail"
"Set 2","The Sloth"
"Set 2","Ya Mar"
"Set 2","Split Open and Melt"
"Set 2","The Squirming Coil"
"Set 2","Paul and Silas"
"Set 2","Cavern"
"Set 2","The Man Who Stepped Into Yesterday"
"Set 2","Avenu Malkenu"
"Set 2","The Man Who Stepped Into Yesterday"
"Set 2","Tweezer"
"Set 2","The Oh Kee Pa Ceremony"
"Set 2","Suzy Greenberg"
"Set 2","Sweet Adeline"
"Encore","Horn"
"Encore","Alumni Blues"
"Encore","Letter to Jimmy Page"
"Encore","Alumni Blues"
