"Set","Song"
"Set 1","The Landlady"
"Set 1","Bouncing Around the Room"
"Set 1","Divided Sky"
"Set 1","Cavern"
"Set 1","Take the 'A' Train"
"Set 1","Reba"
"Set 1","Chalk Dust Torture"
"Set 1","Foam"
"Set 1","Mike's Song"
"Set 1","I Am Hydrogen"
"Set 1","Weekapaug Groove"
"Set 2","Rocky Top"
"Set 2","Stash"
"Set 2","The Lizards"
"Set 2","The Sloth"
"Set 2","Dinner and a Movie"
"Set 2","Harry Hood"
"Set 2","I Didn't Know"
"Set 2","My Sweet One"
"Set 2","Good Times Bad Times"
"Encore","Fee"
"Encore","The Oh Kee Pa Ceremony"
"Encore","Suzy Greenberg"
