"Set","Song"
"Set 1","The Oh Kee Pa Ceremony"
"Set 1","Suzy Greenberg"
"Set 1","Foam"
"Set 1","Poor Heart"
"Set 1","Stash"
"Set 1","Ya Mar"
"Set 1","Divided Sky"
"Set 1","I Didn't Know"
"Set 1","The Man Who Stepped Into Yesterday"
"Set 1","Avenu Malkenu"
"Set 1","The Man Who Stepped Into Yesterday"
"Set 1","David Bowie"
"Set 2","Mike's Song"
"Set 2","I Am Hydrogen"
"Set 2","Weekapaug Groove"
"Set 2","The Lizards"
"Set 2","Uncle Pen"
"Set 2","Tube"
"Set 2","Slave to the Traffic Light"
"Set 2","Dinner and a Movie"
"Set 2","Bouncing Around the Room"
"Set 2","Hold Your Head Up"
"Set 2","Terrapin"
"Set 2","Hold Your Head Up"
"Set 2","Possum"
"Encore","Memories"
"Encore","Sweet Adeline"
"Encore","Rocky Top"
