Set,Song
Set 1,Runaway Jim
Set 1,Cavern
Set 1,Paul and Silas
Set 1,Tweezer
Set 1,Magilla
Set 1,Dinner and a Movie
Set 1,Bouncing Around the Room
Set 1,Foam
Set 1,Carolina
Set 1,You Enjoy Myself
Set 1,The Squirming Coil
Set 1,Chalk Dust Torture
Set 2,My Sweet One
Set 2,Reba
Set 2,Llama
Set 2,The Man Who Stepped Into Yesterday
Set 2,Avenu Malkenu
Set 2,The Man Who Stepped Into Yesterday
Set 2,The Lizards
Set 2,Split Open and Melt
Set 2,Lawn Boy
Set 2,The Landlady
Set 2,Destiny Unbound
Set 2,Mike's Song
Set 2,I Am Hydrogen
Set 2,Weekapaug Groove
Encore,Fee
Encore,Hold Your Head Up
Encore,The Prison Joke
Encore,Hold Your Head Up
Encore,Possum
