"Set","Song"
"Set 1","Fluffhead"
"Set 1","The Landlady"
"Set 1","You Enjoy Myself"
"Set 1","Cavern"
"Set 1","Divided Sky"
"Set 1","Esther"
"Set 1","Llama"
"Set 1","The Squirming Coil"
"Set 1","David Bowie"
"Set 2","Suzy Greenberg"
"Set 2","Split Open and Melt"
"Set 2","Bouncing Around the Room"
"Set 2","My Sweet One"
"Set 2","Guelah Papyrus"
"Set 2","Runaway Jim"
"Set 2","The Sloth"
"Set 2","Reba"
"Set 2","Tweezer"
"Set 2","Hold Your Head Up"
"Set 2","Terrapin"
"Set 2","Hold Your Head Up"
"Set 2","The Oh Kee Pa Ceremony"
"Set 2","Golgi Apparatus"
"Encore","Take the 'A' Train"
"Encore","Big Black Furry Creature from Mars"
