"Set","Song"
"Set 1","Wilson"
"Set 1","Runaway Jim"
"Set 1","Foam"
"Set 1","Colonel Forbin's Ascent"
"Set 1","Fly Famous Mockingbird"
"Set 1","My Sweet One"
"Set 1","Stash"
"Set 1","The Curtain"
"Set 1","Cavern"
"Set 1","The Mango Song"
"Set 1","Run Like an Antelope"
"Set 2","Buried Alive"
"Set 2","Reba"
"Set 2","Chalk Dust Torture"
"Set 2","Sparkle"
"Set 2","Brother"
"Set 2","The Lizards"
"Set 2","Hold Your Head Up"
"Set 2","Terrapin"
"Set 2","Hold Your Head Up"
"Set 2","Harpua"
"Encore","Sweet Adeline"
"Encore","Golgi Apparatus"
