"Set","Song"
"Set 1","AC/DC Bag"
"Set 1","Sparkle"
"Set 1","The Landlady"
"Set 1","Destiny Unbound"
"Set 1","The Squirming Coil"
"Set 1","Split Open and Melt"
"Set 1","Fluffhead"
"Set 1","Uncle Pen"
"Set 1","Tube"
"Set 1","Divided Sky"
"Set 1","Sweet Adeline"
"Set 2","Tweezer"
"Set 2","My Sweet One"
"Set 2","It's Ice"
"Set 2","Chalk Dust Torture"
"Set 2","Eliza"
"Set 2","Mike's Song"
"Set 2","I Am Hydrogen"
"Set 2","Weekapaug Groove"
"Set 2","Take the 'A' Train"
"Set 2","Tela"
"Set 2","Cavern"
"Set 2","Poor Heart"
"Set 2","Tweezer Reprise"
"Encore","Hold Your Head Up"
"Encore","Love You"
"Encore","Pusherman Jam"
"Encore","Stash"
