"Set","Song"
"Set 1","Buried Alive"
"Set 1","Golgi Apparatus"
"Set 1","Chalk Dust Torture"
"Set 1","You Enjoy Myself"
"Set 1","Paul and Silas"
"Set 1","Foam"
"Set 1","Divided Sky"
"Set 1","Cavern"
"Set 1","Possum"
"Set 2","The Oh Kee Pa Ceremony"
"Set 2","Suzy Greenberg"
"Set 2","The Curtain"
"Set 2","Stash"
"Set 2","Take the 'A' Train"
"Set 2","My Sweet One"
"Set 2","Guelah Papyrus"
"Set 2","David Bowie"
"Set 2","Hold Your Head Up"
"Set 2","Terrapin"
"Set 2","Hold Your Head Up"
"Set 2","The Lizards"
"Encore","Dinner and a Movie"
"Encore","Runaway Jim"
