"Set","Song"
"Set 1","Chalk Dust Torture"
"Set 1","Bouncing Around the Room"
"Set 1","Poor Heart"
"Set 1","Guelah Papyrus"
"Set 1","Reba"
"Set 1","Foam"
"Set 1","Horn"
"Set 1","Split Open and Melt"
"Set 1","Esther"
"Set 1","Mike's Song"
"Set 1","I Am Hydrogen"
"Set 1","Weekapaug Groove"
"Set 2","Wilson"
"Set 2","Harry Hood"
"Set 2","It's Ice"
"Set 2","The Mango Song"
"Set 2","Uncle Pen"
"Set 2","Tweezer"
"Set 2","The Man Who Stepped Into Yesterday"
"Set 2","Avenu Malkenu"
"Set 2","The Man Who Stepped Into Yesterday"
"Set 2","Runaway Jim"
"Encore","Memories"
"Encore","Sweet Adeline"
"Encore","Golgi Apparatus"
