"Set","Song"
"Set 1","Uncle Pen"
"Set 1","Foam"
"Set 1","Runaway Jim"
"Set 1","Fee"
"Set 1","Sparkle"
"Set 1","Brother"
"Set 1","Horn"
"Set 1","Chalk Dust Torture"
"Set 1","Hold Your Head Up"
"Set 1","Love You"
"Set 1","Hold Your Head Up"
"Set 1","Wilson"
"Set 1","Divided Sky"
"Set 2","Tube"
"Set 2","My Sweet One"
"Set 2","Mike's Song"
"Set 2","I Am Hydrogen"
"Set 2","Weekapaug Groove"
"Set 2","The Mango Song"
"Set 2","The Sloth"
"Set 2","Reba"
"Set 2","Dinner and a Movie"
"Set 2","Cavern"
"Set 2","David Bowie"
"Encore","Glide"
"Encore","Rocky Top"
