"Set","Song"
"Set 1","Dinner and a Movie"
"Set 1","Bouncing Around the Room"
"Set 1","Divided Sky"
"Set 1","Cavern"
"Set 1","The Lizards"
"Set 1","Stash"
"Set 1","I Didn't Know"
"Set 1","Rocky Top"
"Set 1","Mike's Song"
"Set 1","I Am Hydrogen"
"Set 1","Weekapaug Groove"
"Set 1","Sweet Adeline"
"Set 2","Harry Hood"
"Set 2","Fee"
"Set 2","The Curtain"
"Set 2","Golgi Apparatus"
"Set 2","The Landlady"
"Set 2","Destiny Unbound"
"Set 2","My Sweet One"
"Set 2","The Squirming Coil"
"Set 2","Take the 'A' Train"
"Set 2","Run Like an Antelope"
"Encore","Paul and Silas"
"Encore","Big Black Furry Creature from Mars"
