"Set","Song"
"Set 1","Golgi Apparatus"
"Set 1","Chalk Dust Torture"
"Set 1","The Squirming Coil"
"Set 1","Buried Alive"
"Set 1","Split Open and Melt"
"Set 1","Bathtub Gin"
"Set 1","The Landlady"
"Set 1","Cavern"
"Set 1","Tela"
"Set 1","You Enjoy Myself"
"Set 2","Possum"
"Set 2","Guelah Papyrus"
"Set 2","David Bowie"
"Set 2","Jesus Just Left Chicago"
"Set 2","My Sweet One"
"Set 2","Bouncing Around the Room"
"Set 2","Funky Bitch"
"Set 2","I Didn't Know"
"Set 2","Frankenstein"
"Set 2","Suzy Greenberg"
"Encore","Contact"
"Encore","Big Black Furry Creature from Mars"
