"Set","Song"
"Set 1","Tube"
"Set 1","The Landlady"
"Set 1","Dinner and a Movie"
"Set 1","Stash"
"Set 1","Paul and Silas"
"Set 1","Divided Sky"
"Set 1","Guelah Papyrus"
"Set 1","The Mango Song"
"Set 1","Brother"
"Set 1","Eliza"
"Set 1","Golgi Apparatus"
"Set 2","The Sloth"
"Set 2","Sparkle"
"Set 2","Split Open and Melt"
"Set 2","The Squirming Coil"
"Set 2","I Didn't Know"
"Set 2","Mike's Song"
"Set 2","I Am Hydrogen"
"Set 2","Weekapaug Groove"
"Set 2","Jesus Just Left Chicago"
"Set 2","Jam"
"Set 2","Self"
"Set 2","T.V. Show"
"Set 2","Family Picture"
"Set 2","Crimes of the Mind"
"Encore","Fee"
"Encore","Suzy Greenberg"
