"Set","Song"
"Set 1","Chalk Dust Torture"
"Set 1","Foam"
"Set 1","The Squirming Coil"
"Set 1","Split Open and Melt"
"Set 1","Sparkle"
"Set 1","Reba"
"Set 1","The Landlady"
"Set 1","Destiny Unbound"
"Set 1","You Enjoy Myself"
"Set 1","Rocky Top"
"Set 2","Brother"
"Set 2","Bouncing Around the Room"
"Set 2","Runaway Jim"
"Set 2","Guelah Papyrus"
"Set 2","Poor Heart"
"Set 2","Llama"
"Set 2","Horn"
"Set 2","The Oh Kee Pa Ceremony"
"Set 2","Suzy Greenberg"
"Set 2","Hold Your Head Up"
"Set 2","Terrapin"
"Set 2","Hold Your Head Up"
"Set 2","Funky Bitch"
"Set 2","Golgi Apparatus"
"Encore","Memories"
"Encore","Harry Hood"
