"Set","Song"
"Set 1","Sweet Adeline"
"Set 1","The Asse Festival"
"Set 1","Runaway Jim"
"Set 1","Cavern"
"Set 1","The Landlady"
"Set 1","My Sweet One"
"Set 1","Reba"
"Set 1","Llama"
"Set 1","The Lizards"
"Set 1","Suzy Greenberg"
"Set 1","Stash"
"Set 1","Golgi Apparatus"
"Set 2","The Curtain"
"Set 2","Possum"
"Set 2","The Man Who Stepped Into Yesterday"
"Set 2","Avenu Malkenu"
"Set 2","The Man Who Stepped Into Yesterday"
"Set 2","Mike's Song"
"Set 2","I Am Hydrogen"
"Set 2","Weekapaug Groove"
"Set 2","Fluffhead"
"Set 2","Tweezer"
"Set 2","The Squirming Coil"
"Set 2","Wipe Out"
"Set 2","Tweezer Reprise"
"Encore","Bouncing Around the Room"
"Encore","Good Times Bad Times"
