"Set","Song"
"Set 1","Memories"
"Set 1","Foam"
"Set 1","Reba"
"Set 1","Uncle Pen"
"Set 1","The Squirming Coil"
"Set 1","Magilla"
"Set 1","The Landlady"
"Set 1","Guelah Papyrus"
"Set 1","I Didn't Know"
"Set 2","It's Ice"
"Set 2","Eliza"
"Set 2","Sparkle"
"Set 2","You Enjoy Myself"
"Set 2","Horn"
"Set 2","Divided Sky"
"Set 2","Tela"
"Set 2","Llama"
"Set 2","Hold Your Head Up"
"Set 2","Whipping Post"
"Set 2","Hold Your Head Up"
"Set 2","Possum"
"Set 2","Wait"
"Set 2","Possum"
"Encore","Wait"
"Encore","Lawn Boy"
"Encore","Rocky Top"
