"Set","Song"
"Set 1","Buried Alive"
"Set 1","Golgi Apparatus"
"Set 1","Uncle Pen"
"Set 1","Brother"
"Set 1","Bouncing Around the Room"
"Set 1","Tube"
"Set 1","The Sloth"
"Set 1","Harry Hood"
"Set 1","Fee"
"Set 1","Foam"
"Set 1","Llama"
"Set 2","Dinner and a Movie"
"Set 2","Stash"
"Set 2","The Squirming Coil"
"Set 2","Paul and Silas"
"Set 2","Mike's Song"
"Set 2","I Am Hydrogen"
"Set 2","Weekapaug Groove"
"Set 2","Guelah Papyrus"
"Set 2","Chalk Dust Torture"
"Set 2","Magilla"
"Set 2","Cavern"
"Set 2","Hold Your Head Up"
"Set 2","Love You"
"Set 2","Hold Your Head Up"
"Set 2","Run Like an Antelope"
"Encore","Ya Mar"
"Encore","Big Black Furry Creature from Mars"
"Encore 2","Split Open and Melt"
"Encore 2","Memories"
